"","isl_pkc","ship_pkc","isl_exp","ship_exp","isl_blc","ship_blc","both_pkc","both_exp","both_blc","choice","expert"
"634","5.50","4.50","3","3","5.50","4.50","5.00","3.00","5.00",2,1
"635","3.00","2.00","8","8","1.50","1.50","2.50","8.00","1.50",2,1
"636","2.50","3.00","5","4","3.00","4.50","2.75","4.50","3.75",2,1
"637","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,1
"638","8.00","4.00","5","5","6.00","1.50","6.00","5.00","3.75",2,1
"639","2.50","2.00","6","7","2.00","1.50","2.25","6.50","1.75",2,1
"640","1.00","1.00","9","9","1.50","1.50","1.00","9.00","1.50",2,1
"641","1.00","1.00","3","2","1.00","1.00","1.00","2.50","1.00",2,1
"642","9.00","9.00","1","1","8.00","6.00","9.00","1.00","7.00",2,1
"643","4.00","6.50","7","7","2.00","3.00","5.25","7.00","2.50",2,1
"644","5.50","5.50","5","5","4.00","3.00","5.50","5.00","3.50",2,1
"645","3.00","1.00","4","2","1.00","1.00","2.00","3.00","1.00",2,1
"646","2.00","4.00","7","3","2.00","2.00","3.00","5.00","2.00",2,1
"647","4.00","5.00","8","6","1.50","1.50","4.50","7.00","1.50",2,1
"648","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,1
"649","3.00","1.00","9","9","1.00","1.00","2.00","9.00","1.00",2,1
"650","7.50","4.50","5","9","6.50","6.00","6.00","7.00","6.25",2,1
"651","2.00","2.00","8","8","2.00","2.00","2.00","8.00","2.00",2,1
"652","1.00","1.00","9","9","2.00","1.50","1.00","9.00","1.75",2,1
"653","4.50","5.00","5","6","2.00","2.00","4.75","5.50","2.00",2,1
"654","1.50","2.00","8","8","3.00","2.00","1.75","8.00","2.50",2,1
"655","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,1
"656","3.50","3.00","6","6","3.00","2.00","3.25","6.00","2.50",2,1
"657","5.50","4.50","7","7","2.50","3.00","5.00","7.00","2.75",2,1
"658","1.50","1.50","7","8","1.00","1.00","1.50","7.50","1.00",2,1
"659","2.00","4.50","9","8","1.00","1.00","3.25","8.50","1.00",2,1
"660","6.50","6.00","6","6","6.50","8.00","6.25","6.00","7.25",2,1
"661","1.00","1.00","8","8","1.00","1.00","1.00","8.00","1.00",2,1
"662","3.00","3.00","9","9","1.00","1.00","3.00","9.00","1.00",2,1
"663","4.50","2.50","7","5","1.50","1.00","3.50","6.00","1.25",2,1
"664","2.50","5.50","5","3","1.00","3.50","4.00","4.00","2.25",2,1
"665","4.50","3.00","7","8","1.50","1.00","3.75","7.50","1.25",2,1
"666","3.00","2.50","8","8","5.00","4.50","2.75","8.00","4.75",2,1
"667","1.00","1.00","8","7","1.00","1.00","1.00","7.50","1.00",2,1
"668","1.50","7.00","7","7","5.50","5.00","4.25","7.00","5.25",2,1
"669","6.00","7.00","8","8","6.00","4.00","6.50","8.00","5.00",2,1
"670","2.00","1.50","5","5","1.00","1.00","1.75","5.00","1.00",2,1
"671","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,1
"672","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,1
"673","5.00","7.00","6","2","2.00","2.00","6.00","4.00","2.00",2,1
"674","2.00","5.00","8","8","2.00","2.00","3.50","8.00","2.00",2,1
"675","3.50","4.50","3","4","2.50","1.50","4.00","3.50","2.00",2,1
"676","2.50","2.00","9","7","2.00","2.00","2.25","8.00","2.00",2,1
"677","1.00","1.00","9","4","1.00","1.00","1.00","6.50","1.00",2,1
"678","6.00","#NULL!","5","#NULL!","4.50","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"679","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"680","3.50","#NULL!","4","#NULL!","2.00","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"681","6.00","#NULL!","5","#NULL!","7.50","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"682","2.50","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"683","6.50","#NULL!","6","#NULL!","6.00","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"684","4.00","#NULL!","7","#NULL!","5.00","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"685","7.50","#NULL!","8","#NULL!","7.00","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"686","1.50","#NULL!","7","#NULL!","2.00","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"687","1.50","#NULL!","7","#NULL!","1.00","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"688","2.00","#NULL!","8","#NULL!","1.00","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"689","4.00","#NULL!","7","#NULL!","2.50","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"690","4.50","#NULL!","8","#NULL!","3.00","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"691","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"692","9.00","#NULL!","5","#NULL!","8.00","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"693","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"694","1.00","#NULL!","8","#NULL!","2.00","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"695","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"696","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"697","4.50","#NULL!","6","#NULL!","4.00","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"698","#NULL!","7.00","#NULL!","6","#NULL!","6.00","#NULL!","#NULL!","#NULL!",2,1
"699","#NULL!","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!",2,1
"700","#NULL!","3.00","#NULL!","3","#NULL!","1.00","#NULL!","#NULL!","#NULL!",2,1
"701","#NULL!","2.50","#NULL!","5","#NULL!","2.00","#NULL!","#NULL!","#NULL!",2,1
"702","#NULL!","5.50","#NULL!","1","#NULL!","6.50","#NULL!","#NULL!","#NULL!",2,1
"703","#NULL!","8.00","#NULL!","2","#NULL!","5.50","#NULL!","#NULL!","#NULL!",2,1
"704","#NULL!","5.50","#NULL!","5","#NULL!","4.00","#NULL!","#NULL!","#NULL!",2,1
"705","#NULL!","4.50","#NULL!","1","#NULL!","1.00","#NULL!","#NULL!","#NULL!",2,1
"706","#NULL!","5.00","#NULL!","6","#NULL!","2.50","#NULL!","#NULL!","#NULL!",2,1
"707","#NULL!","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!",2,1
"708","#NULL!","3.50","#NULL!","5","#NULL!","4.00","#NULL!","#NULL!","#NULL!",2,1
"709","#NULL!","4.50","#NULL!","5","#NULL!","3.50","#NULL!","#NULL!","#NULL!",2,1
"710","#NULL!","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!",2,1
"711","#NULL!","1.00","#NULL!","5","#NULL!","1.00","#NULL!","#NULL!","#NULL!",2,1
"712","#NULL!","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!",2,1
"713","#NULL!","2.00","#NULL!","6","#NULL!","1.00","#NULL!","#NULL!","#NULL!",2,1
"714","#NULL!","6.50","#NULL!","7","#NULL!","4.50","#NULL!","#NULL!","#NULL!",2,1
"715","#NULL!","3.00","#NULL!","7","#NULL!","2.00","#NULL!","#NULL!","#NULL!",2,1
"716","#NULL!","2.50","#NULL!","8","#NULL!","2.00","#NULL!","#NULL!","#NULL!",2,1
"717","#NULL!","5.50","#NULL!","8","#NULL!","4.00","#NULL!","#NULL!","#NULL!",2,1
"718","#NULL!","3.50","#NULL!","5","#NULL!","3.00","#NULL!","#NULL!","#NULL!",2,1
"719","#NULL!","2.50","#NULL!","6","#NULL!","2.00","#NULL!","#NULL!","#NULL!",2,1
"720","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"721","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"722","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"723","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"724","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"725","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"726","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"727","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"728","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"729","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"730","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"731","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"732","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"733","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"734","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"735","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"736","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"737","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"738","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"739","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"740","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"741","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"742","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"743","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"744","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"745","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"746","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"747","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"748","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"749","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"750","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"751","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"752","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"753","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"754","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"755","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",2,1
"756","5.00","5.00","4","8","2.50","2.50","5.00","6.00","2.50",2,2
"757","4.00","4.00","6","3","1.50","1.50","4.00","4.50","1.50",2,2
"758","1.00","1.00","7","8","1.00","1.00","1.00","7.50","1.00",2,2
"759","4.00","2.00","6","4","4.00","3.50","3.00","5.00","3.75",2,2
"760","1.00","1.00","8","8","1.00","1.00","1.00","8.00","1.00",2,2
"761","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"762","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"763","2.00","2.00","5","5","2.00","2.00","2.00","5.00","2.00",2,2
"764","2.00","3.00","7","7","2.50","3.00","2.50","7.00","2.75",2,2
"765","1.50","1.50","6","7","1.00","1.00","1.50","6.50","1.00",2,2
"766","2.00","1.00","6","9","1.50","1.50","1.50","7.50","1.50",2,2
"767","2.00","1.00","8","9","2.50","1.00","1.50","8.50","1.75",2,2
"768","1.00","1.00","9","8","1.00","2.00","1.00","8.50","1.50",2,2
"769","3.00","3.00","9","9","1.00","1.00","3.00","9.00","1.00",2,2
"770","7.50","8.50","9","8","4.50","4.00","8.00","8.50","4.25",2,2
"771","2.50","2.00","6","6","3.00","2.00","2.25","6.00","2.50",2,2
"772","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"773","2.00","6.50","8","7","1.50","2.00","4.25","7.50","1.75",2,2
"774","3.00","4.50","3","2","2.50","2.00","3.75","2.50","2.25",2,2
"775","2.00","1.50","9","9","2.00","2.00","1.75","9.00","2.00",2,2
"776","1.00","1.50","8","8","1.00","1.00","1.25","8.00","1.00",2,2
"777","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"778","2.00","2.00","8","6","1.50","2.00","2.00","7.00","1.75",2,2
"779","1.50","1.50","8","8","1.00","1.00","1.50","8.00","1.00",2,2
"780","1.00","1.00","8","8","1.00","1.00","1.00","8.00","1.00",2,2
"781","1.00","1.00","5","6","1.00","1.00","1.00","5.50","1.00",2,2
"782","1.00","1.00","9","9","2.00","2.00","1.00","9.00","2.00",2,2
"783","1.00","1.50","9","9","1.00","1.50","1.25","9.00","1.25",2,2
"784","1.50","1.00","5","9","2.00","1.00","1.25","7.00","1.50",2,2
"785","1.00","1.00","6","6","1.00","1.00","1.00","6.00","1.00",2,2
"786","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"787","2.00","1.00","5","8","2.00","1.00","1.50","6.50","1.50",2,2
"788","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"789","4.50","5.50","9","9","1.00","4.50","5.00","9.00","2.75",2,2
"790","1.00","1.00","7","7","3.00","3.00","1.00","7.00","3.00",2,2
"791","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"792","3.50","3.00","5","6","1.00","1.00","3.25","5.50","1.00",2,2
"793","2.00","2.00","8","8","2.00","2.50","2.00","8.00","2.25",2,2
"794","2.50","2.50","5","5","2.50","2.50","2.50","5.00","2.50",2,2
"795","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"796","6.00","1.50","5","6","4.00","1.50","3.75","5.50","2.75",2,2
"797","1.00","1.00","8","8","1.00","1.00","1.00","8.00","1.00",2,2
"798","1.00","1.00","7","7","1.00","1.00","1.00","7.00","1.00",2,2
"799","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"800","3.50","4.50","6","7","4.00","6.50","4.00","6.50","5.25",2,2
"801","1.50","3.00","6","5","1.00","1.00","2.25","5.50","1.00",2,2
"802","6.00","5.50","6","8","7.00","3.00","5.75","7.00","5.00",2,2
"803","1.00","1.00","3","3","3.50","2.00","1.00","3.00","2.75",2,2
"804","5.50","5.00","7","7","2.50","2.00","5.25","7.00","2.25",2,2
"805","7.50","3.50","5","9","4.00","3.50","5.50","7.00","3.75",2,2
"806","2.50","2.50","8","8","2.00","2.00","2.50","8.00","2.00",2,2
"807","3.00","3.00","7","7","4.50","2.50","3.00","7.00","3.50",2,2
"808","1.00","3.50","9","5","1.00","2.00","2.25","7.00","1.50",2,2
"809","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"810","2.00","2.00","7","7","2.00","2.00","2.00","7.00","2.00",2,2
"811","2.00","1.50","7","8","2.00","2.00","1.75","7.50","2.00",2,2
"812","4.00","4.00","3","3","1.50","2.00","4.00","3.00","1.75",2,2
"813","2.00","4.00","5","4","1.50","4.00","3.00","4.50","2.75",2,2
"814","6.00","2.50","4","6","5.00","4.00","4.25","5.00","4.50",2,2
"815","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"816","4.00","4.50","6","6","3.00","3.00","4.25","6.00","3.00",2,2
"817","1.00","1.00","4","4","1.00","1.00","1.00","4.00","1.00",2,2
"818","1.00","1.00","5","5","1.00","1.00","1.00","5.00","1.00",2,2
"819","2.00","1.00","3","3","1.50","1.00","1.50","3.00","1.25",2,2
"820","6.00","3.00","5","6","4.00","5.00","4.50","5.50","4.50",2,2
"821","6.00","6.00","7","7","4.00","3.50","6.00","7.00","3.75",2,2
"822","2.00","1.50","8","9","1.00","1.00","1.75","8.50","1.00",2,2
"823","4.00","3.00","8","8","5.00","5.00","3.50","8.00","5.00",2,2
"824","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"825","1.50","1.00","8","9","1.00","1.00","1.25","8.50","1.00",2,2
"826","6.00","3.50","8","8","2.00","3.00","4.75","8.00","2.50",2,2
"827","1.00","1.50","5","3","1.00","2.50","1.25","4.00","1.75",2,2
"828","1.00","1.50","5","8","1.00","1.50","1.25","6.50","1.25",2,2
"829","6.00","4.00","5","7","2.50","2.00","5.00","6.00","2.25",2,2
"830","1.00","5.00","9","5","1.00","3.00","3.00","7.00","2.00",2,2
"831","4.00","3.50","7","8","2.00","3.00","3.75","7.50","2.50",2,2
"832","4.00","4.00","8","7","2.00","2.00","4.00","7.50","2.00",2,2
"833","5.00","4.00","8","9","2.50","1.00","4.50","8.50","1.75",2,2
"834","1.50","2.00","8","8","2.00","1.50","1.75","8.00","1.75",2,2
"835","3.00","3.00","5","5","4.00","4.00","3.00","5.00","4.00",2,2
"836","1.00","1.50","9","9","1.00","1.00","1.25","9.00","1.00",2,2
"837","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"838","2.00","3.50","8","9","2.00","2.00","2.75","8.50","2.00",2,2
"839","1.50","1.00","8","8","1.50","1.00","1.25","8.00","1.25",2,2
"840","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"841","2.00","2.00","8","8","2.00","2.00","2.00","8.00","2.00",2,2
"842","1.00","3.00","9","9","1.00","2.00","2.00","9.00","1.50",2,2
"843","5.00","1.00","9","9","1.00","1.00","3.00","9.00","1.00",2,2
"844","1.50","2.00","5","5","2.00","2.00","1.75","5.00","2.00",2,2
"845","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"846","2.50","1.50","8","9","2.50","2.00","2.00","8.50","2.25",2,2
"847","5.50","5.00","7","7","3.00","3.50","5.25","7.00","3.25",2,2
"848","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"849","3.50","3.50","5","5","1.00","1.00","3.50","5.00","1.00",2,2
"850","1.00","1.00","5","5","1.00","1.00","1.00","5.00","1.00",2,2
"851","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"852","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"853","1.00","1.00","9","9","2.00","2.00","1.00","9.00","2.00",2,2
"854","7.50","5.00","5","5","5.50","3.00","6.25","5.00","4.25",2,2
"855","1.00","1.50","2","1","1.00","1.00","1.25","1.50","1.00",2,2
"856","1.00","1.00","8","8","1.00","1.00","1.00","8.00","1.00",2,2
"857","1.50","1.50","1","1","1.00","1.00","1.50","1.00","1.00",2,2
"858","1.00","1.00","6","5","1.00","1.00","1.00","5.50","1.00",2,2
"859","4.00","2.00","6","7","2.00","2.00","3.00","6.50","2.00",2,2
"860","2.00","3.00","8","8","2.00","2.00","2.50","8.00","2.00",2,2
"861","2.00","2.50","5","5","1.00","1.00","2.25","5.00","1.00",2,2
"862","2.00","2.00","8","5","1.00","1.50","2.00","6.50","1.25",2,2
"863","3.50","3.50","5","6","3.50","4.50","3.50","5.50","4.00",2,2
"864","4.00","1.00","6","9","4.00","1.00","2.50","7.50","2.50",2,2
"865","1.00","1.00","8","8","1.00","1.00","1.00","8.00","1.00",2,2
"866","1.00","8.50","9","5","1.00","4.00","4.75","7.00","2.50",2,2
"867","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"868","3.00","3.00","8","8","1.00","1.00","3.00","8.00","1.00",2,2
"869","4.00","3.00","8","8","2.00","4.50","3.50","8.00","3.25",2,2
"870","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"871","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"872","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"873","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"874","1.00","1.50","8","8","1.00","1.00","1.25","8.00","1.00",2,2
"875","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"876","1.00","1.50","6","6","1.00","1.00","1.25","6.00","1.00",2,2
"877","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"878","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"879","4.00","2.00","8","9","2.50","1.00","3.00","8.50","1.75",2,2
"880","1.00","1.00","7","9","1.00","1.00","1.00","8.00","1.00",2,2
"881","1.00","1.00","5","8","1.00","1.00","1.00","6.50","1.00",2,2
"882","1.00","4.00","9","8","1.00","1.50","2.50","8.50","1.25",2,2
"883","3.00","3.00","7","8","2.50","3.50","3.00","7.50","3.00",2,2
"884","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"885","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"886","5.00","6.50","5","1","1.00","5.00","5.75","3.00","3.00",2,2
"887","2.50","2.50","8","8","1.00","2.00","2.50","8.00","1.50",2,2
"888","1.50","1.50","7","8","2.00","2.00","1.50","7.50","2.00",2,2
"889","2.00","2.50","6","6","1.00","1.00","2.25","6.00","1.00",2,2
"890","1.50","5.00","8","7","1.00","3.00","3.25","7.50","2.00",2,2
"891","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"892","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"893","2.00","1.50","9","9","2.00","1.50","1.75","9.00","1.75",2,2
"894","1.50","2.50","9","8","1.00","3.00","2.00","8.50","2.00",2,2
"895","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"896","1.00","1.00","8","7","1.00","1.50","1.00","7.50","1.25",2,2
"897","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"898","3.50","1.50","7","8","4.00","3.00","2.50","7.50","3.50",2,2
"899","2.00","3.50","5","5","1.50","2.00","2.75","5.00","1.75",2,2
"900","3.00","1.50","9","9","1.00","1.00","2.25","9.00","1.00",2,2
"901","2.00","3.00","9","9","1.00","1.50","2.50","9.00","1.25",2,2
"902","2.00","2.00","7","7","1.00","1.00","2.00","7.00","1.00",2,2
"903","1.00","1.00","5","7","1.00","1.00","1.00","6.00","1.00",2,2
"904","2.00","1.50","8","8","1.00","1.00","1.75","8.00","1.00",2,2
"905","2.50","1.50","7","8","1.50","1.50","2.00","7.50","1.50",2,2
"906","1.00","4.50","9","6","1.00","4.00","2.75","7.50","2.50",2,2
"907","5.00","3.50","3","6","3.50","2.00","4.25","4.50","2.75",2,2
"908","6.50","1.00","9","9","1.00","1.00","3.75","9.00","1.00",2,2
"909","3.00","3.00","9","9","1.00","1.00","3.00","9.00","1.00",2,2
"910","2.50","1.50","9","6","1.00","1.50","2.00","7.50","1.25",2,2
"911","1.00","1.00","9","9","1.50","2.00","1.00","9.00","1.75",2,2
"912","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"913","2.50","2.00","8","8","2.00","1.00","2.25","8.00","1.50",2,2
"914","2.50","4.00","8","8","2.00","1.50","3.25","8.00","1.75",2,2
"915","3.00","4.50","6","7","2.00","2.00","3.75","6.50","2.00",2,2
"916","1.00","4.00","9","5","1.00","2.00","2.50","7.00","1.50",2,2
"917","4.50","4.00","6","5","3.00","5.00","4.25","5.50","4.00",2,2
"918","4.50","5.00","5","6","3.00","4.50","4.75","5.50","3.75",2,2
"919","3.00","5.00","9","9","1.00","1.00","4.00","9.00","1.00",2,2
"920","2.00","1.00","9","9","3.00","1.00","1.50","9.00","2.00",2,2
"921","1.00","1.00","1","1","1.00","1.00","1.00","1.00","1.00",2,2
"922","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"923","7.00","4.50","5","5","3.00","3.50","5.75","5.00","3.25",2,2
"924","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"925","1.50","2.50","9","8","2.50","3.50","2.00","8.50","3.00",2,2
"926","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"927","1.00","1.00","8","9","1.00","1.00","1.00","8.50","1.00",2,2
"928","2.00","1.50","9","9","1.00","1.00","1.75","9.00","1.00",2,2
"929","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"930","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",2,2
"931","1.00","2.00","9","8","1.00","1.50","1.50","8.50","1.25",2,2
"932","1.00","1.00","5","5","2.00","2.00","1.00","5.00","2.00",2,2
"933","4.00","1.00","9","9","1.00","1.00","2.50","9.00","1.00",2,2
"934","1.00","1.50","8","7","1.00","1.00","1.25","7.50","1.00",2,2
"935","2.00","1.00","7","9","1.50","1.00","1.50","8.00","1.25",2,2
"936","3.50","5.00","4","6","3.00","3.00","4.25","5.00","3.00",2,2
"937","3.50","2.00","7","9","2.00","1.00","2.75","8.00","1.50",2,2
"938","2.50","1.50","7","9","1.00","1.00","2.00","8.00","1.00",2,2
"939","2.50","2.50","5","5","2.50","2.50","2.50","5.00","2.50",2,2
"940","1.50","1.50","5","7","2.00","2.50","1.50","6.00","2.25",2,2
"941","2.00","2.50","8","8","2.00","2.00","2.25","8.00","2.00",2,2
"942","5.00","3.00","8","9","1.00","1.00","4.00","8.50","1.00",2,2
"943","1.50","1.00","9","8","1.00","1.50","1.25","8.50","1.25",2,2
"944","6.00","#NULL!","8","#NULL!","6.00","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"945","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"946","7.00","#NULL!","5","#NULL!","7.00","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"947","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"948","8.00","#NULL!","7","#NULL!","4.50","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"949","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"950","2.50","#NULL!","3","#NULL!","2.00","#NULL!","#NULL!","#NULL!","#NULL!",2,2
"951","4.00","#NULL!","4","#NULL!","4.00","#NULL!","#NULL!","#NULL!","#NULL!",2,2
